,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28,PC_29,PC_30,PC_31,PC_32,PC_33,PC_34,PC_35,PC_36,PC_37,PC_38,PC_39,PC_40,PC_41,PC_42,PC_43,PC_44,PC_45,PC_46,PC_47,PC_48,PC_49,PC_50
Bivalirudin,5.394792659678192,1.4772832248250694,-0.2938228403622487,1.987642295464644,0.519530844954648,-0.3403749494631235,-0.24093901311611216,0.029672502560451744,0.00469483109686198,0.010554602998179476,0.9765064425441456,0.3296164023743536,-0.05768979033802157,-0.07386634849049588,-0.350228868201453,-0.09291314594611845,0.36877117874454796,0.40119292075983304,0.33662213400552543,0.10595287585368798,0.05638395885748,0.45028742713511694,0.040698477432357,0.14707774000056123,-0.17950021452979997,-0.2032580496095106,-0.040945233057372694,0.30340094610557006,0.1666140560907454,-0.35165301681308414,0.06974701546619669,-0.15500251240599702,0.08733574189435048,0.07544209242644694,-0.11738094833589172,-0.07446946436662683,0.056031937966543266,0.056890023005093805,-0.0942942092891552,-0.02718945608944117,0.01407257044164087,0.01731403210382345,0.03407915807165335,0.011683937860259218,-0.26808422682646266,0.11100060558634506,-0.08205385002794599,0.11509446711659128,0.06796230462559594,0.2635143563947283
Rivaroxaban,-0.019670113372207542,-0.5943639259087062,-1.7028529297426298,0.10221670787087284,-0.2606523177975879,-0.4307466217908362,-0.3100959832315131,-0.29240155435441617,-0.0020077678302506076,0.006608310077087349,-0.08830712330236301,-0.02353602948089005,-0.03145230849435615,-0.32102855758607496,0.023288811041428204,0.03367054562361996,0.04316888307266124,0.1339167847082792,0.11289737306070828,0.03481368233238923,-0.17581254348501274,0.06916772394566234,0.010279739203148676,-0.00916936615771367,0.1235881445205484,0.15583552615797722,-0.15055131384485795,-0.018085535720941997,0.07193341959955243,0.10866261646958732,0.05847263023503634,0.1339085598257663,0.07509963898784838,-0.03706816163429352,0.0037678270837984383,0.005301976215331377,-0.037141593207178365,-0.056593280219970135,0.046110177915466274,0.06530280760413226,-0.14782268293829456,-0.09247061117387552,-0.07871538207736933,-0.06858279512305492,0.07182137609214362,-0.08764253312800392,-0.05363499163338968,-0.07360986643706913,-0.17792357803916242,0.03540612206543477
